kikuyu	english
Wee Jehova, nduta kũrũmĩrĩra kĩrĩra kĩa watho waku, na niĩ ndĩkĩrũmie nginya mũthia.	Teach me, Yahweh, the way of your statutes. I will keep them to the end.
Mwathoma ũhoro ũyũ, nĩmũkũhota kũmenya ũrĩa ndaakuũkĩirwo nĩ ũhoro ũcio wa hitho wa Kristũ,	by which, when you read, you can perceive my understanding in the mystery of Christ,
Ariũ na aarĩ a nyina othe, na mũndũ o wothe wamũũĩ mbere, magĩũka makĩrĩĩanĩra nake mũciĩ gwake, nao makĩmũhooreria na makĩmũcakaithia nĩ ũndũ wa mathĩĩna marĩa mothe Jehova aamũreheire. Andũ acio o mũndũ akĩmũhe gĩcunjĩ kĩa betha na gĩcũhĩ gĩa thahabu.	Then all his brothers, all his sisters, and all those who had been of his acquaintance before, came to him and ate bread with him in his house. They comforted him, and consoled him concerning all the evil that Yahweh had brought on him. Everyone also gave him a piece of money,† and everyone a ring of gold.
Moima Sukothu, magĩthiĩ makĩamba hema ciao Ethamu, ndeere-inĩ cia werũ.	They traveled from Succoth, and encamped in Etham, which is in the edge of the wilderness.
Njiaro cia Rubeni, irigithathi rĩa Isiraeli ciarĩ ici: kuuma kũrĩ Hanoku, nĩ mbarĩ ya Ahanoku; kuuma kũrĩ Palu, nĩ mbarĩ ya Apalu;	Reuben, the firstborn of Israel; the sons of Reuben: of Hanoch, the family of the Hanochites; of Pallu, the family of the Palluites;
tiga kĩheo gĩaku o hau mbere ya kĩgongona. Amba ũthiĩ ũkaiguane na mũrũ wa thoguo; ũcooke ũũke ũrutĩre Ngai kĩheo gĩaku.	leave your gift there before the altar, and go your way. First be reconciled to your brother, and then come and offer your gift.
Matũũra marĩa manene ma Aroeri nĩmagatiganĩrio, matigĩrwo ndũũru cia mbũri iria igaakomaga kũu, gũtarĩ mũndũ wa gũcimakia.	that sends ambassadors by the sea, even in vessels of papyrus on the waters, saying, “Go, you swift messengers, to a nation tall and smooth, to a people awesome from their beginning onward, a
Andũ a Isiraeli magĩtũũrania na Akaanani, na Ahiti, na Aamori, na Aperizi, na Ahivi, na Ajebusi. Nao makĩhikia airĩtu ao, na makĩheana airĩtu ao mahikio nĩ aanake a andũ acio, na magĩtungatĩra ngai ciao. Othinieli	The children of Israel lived among the Canaanites, the Hittites, the Amorites, the Perizzites, the Hivites, and the Jebusites.
Kana amwĩtie thamaki nake amũhe nyoka?	Or if he asks for a fish, who will give him a serpent?
Ndungata ndĩngĩhera nĩ kwarĩrio gũtheri; o na ĩngĩtaũkĩrwo nĩ ũhoro ndĩngĩũrũmbũiya.	The way of an eagle in the air, the way of a serpent on a rock, the way of a ship in the middle of the sea, and the way of a man with a maiden.
Matigaatũũra bũrũri wa Jehova; Efiraimu agaacooka bũrũri wa Misiri, na arĩe irio irĩ thaahu kũu Ashuri.	Surely now they will say, “We have no king; for we don’t fear Yahweh; and the king, what can he do for us?”
kana angĩona kĩndũ kĩũrĩte na aheenanie ũhoro wakĩo, kana ehĩte na maheeni, kana eke rĩĩhia o rĩothe rĩrĩa rĩĩhagio nĩ andũ,	“ ‘Or if he touches the uncleanness of man, whatever his uncleanness is with which he is unclean, and it is hidden from him; when he knows of it, then he shall be guilty.
Andũ a Parithi, na a Media, na a Elamu; o na andũ arĩa matũũraga Mesopotamia, na Judea, na Kapadokia, na Ponto, na Asia,	Parthians, Medes, Elamites, and people from Mesopotamia, Judea, Cappadocia, Pontus, Asia,
Hĩndĩ ĩyo ngĩthiĩ, ngĩkoma na mũtumia wakwa, nake akĩgĩa nda, agĩciara kahĩĩ. Nake Jehova akĩnjĩĩra atĩrĩ, “Gatue Maheri-Shalali-Hashi-Bazu.	Then Yahweh said to Isaiah, “Go out now to meet Ahaz, you, and Shearjashub your son, at the end of the conduit of the upper pool, on the highway of the fuller’s field.
Macio nĩmo mawatho marĩa makoniĩ mũndũ ũrĩa ũkuura, na ma mũndũ o wothe ũrĩa ũnyiitĩtwo nĩ thaahu nĩ ũndũ wa kuumwo nĩ hinya wa arũme,	This is the law of him who has a discharge, and of him who has an emission of semen, so that he is unclean by it;
Wee Jehova-rĩ, ĩtĩkĩra kũũhonokia, Wee Jehova-rĩ, ũka narua ũndeithie.	Be pleased, Yahweh, to deliver me. Hurry to help me, Yahweh.
“Nĩ ũndũ ũcio ngoro yakwa nĩĩracakaĩra Moabi, nganĩrĩra o ta mũtũrirũ; ĩracakaya yanĩrĩire ta mũtũrirũ nĩ ũndũ wa andũ a Kiri-Haresethi, tondũ ũtonga ũrĩa megĩrĩire nĩmũthiru biũ.	Therefore my heart sounds for Moab like flutes, and my heart sounds like flutes for the men of Kir Heres. Therefore the abundance that he has gotten has perished.
Ndũkaneherie ihiga rĩa tene rĩa mũhaka rĩrĩa rĩahaandirwo nĩ maithe manyu ma tene.	Don’t move the ancient boundary stone which your fathers have set up.
Iguai ũndũ ũyũ inyuĩ arĩa mũrangagĩrĩria abatari na mũkaniina athĩĩni a bũrũri,	Hear this, you who desire to swallow up the needy, and cause the poor of the land to fail,
Ngĩcooka ngiuga atĩrĩ, “Muohei kĩremba gĩtheru mũtwe.” Nĩ ũndũ ũcio makĩmuoha kĩremba gĩtheru mũtwe, na makĩmũhumba nguo, mũraika wa Jehova arũgamĩte o hau.	Your fathers, where are they? And the prophets, do they live forever?
Tũũrai mũrũmĩtie kĩrĩra kĩa watho wakwa wa kũrũmĩrĩrwo, na mawatho makwa, nĩgũkorwo mũndũ ũrĩa ũrĩĩmathĩkagĩra nĩarĩtũũrio muoyo nĩmo. Niĩ nĩ niĩ Jehova.	You shall therefore keep my statutes and my ordinances, which if a man does, he shall live in them. I am Yahweh.
“ ‘Nĩ ũndũ ũcio, Mwathani Jehova ekũmeera ũũ: Atĩrĩrĩ, niĩ mwene nĩ niĩ ngaatuithania ciira gatagatĩ ka ngʼondu iria noru na iria hĩnju.	“Therefore the Lord Yahweh says to them: ‘Behold, I, even I, will judge between the fat sheep and the lean sheep.
Hĩndĩ ĩyo mũnabii Isaia agĩthiĩ kũrĩ Mũthamaki Hezekia, akĩmũũria atĩrĩ, “Andũ acio moiga atĩa, na mekuumĩte kũ?” Nake Hezekia agĩcookia atĩrĩ, “Moimĩte bũrũri wa kũraya; megũkĩte kuuma bũrũri wa Babuloni.”	The voice of one who calls out, “Prepare the way of Yahweh in the wilderness! Make a level highway in the desert for our God.
Nĩwahaandĩtwo tĩĩri-inĩ mwega handũ harĩ na maaĩ maingĩ nĩguo ũrute honge, na ũciare maciaro, na ũtuĩke mũthabibũ ũrĩ na riiri.’	It was planted in a good soil by many waters, that it might produce branches and that it might bear fruit, that it might be a good vine.” ’
NahĩndĩoĩyoJesũakĩĩraarutwoakematoonyegatarũmathiiagembereyakemakinyeBethisaida, mũira wa oigĩre kĩrĩndĩ ũhoro.	Immediately he made his disciples get into the boat and go ahead to the other  TR reads “The multitudes” instead of “They”
Ngĩrũithia andũ arĩa maarĩ igweta a Juda, ngĩmooria atĩrĩ, “Nĩ ũndũ ũrĩkũ ũyũ mũreka wa waganu wa gũthaahia mũthenya wa Thabatũ?	Then I contended with the nobles of Judah, and said to them, “What evil thing is this that you do, and profane the Sabbath day?
Nakĩo kiugo kĩa Jehova gĩkĩnginyĩrĩra, ngĩĩrwo atĩrĩ:	I speak not by way of commandment, but as proving through the earnestness of others the sincerity also of your love.
Ũtukũ ũcio andũ a Gibea nĩmaanũmĩrĩire, na magĩthiũrũrũkĩria nyũmba, mehaarĩirie kũnjũraga. Makĩnyiita thuriya yakwa na hinya, nginya ĩgĩkua.	The men of Gibeah rose against me, and surrounded the house by night. They intended to kill me and they raped my concubine, and she is dead.
Niĩ haana memenyi kũrĩ Efiraimu, na ngahaana ta ũbuthu kũrĩ andũ a Juda.	Therefore I am to Ephraim like a moth, and to the house of Judah like rottenness.
Nyũmba-inĩ ya Mũũmbi wa Nyũngũ	1 The word which came to Jeremiah from Yahweh, saying,
Eba na bathi ikorwo irĩ kĩgeri kĩmwe kĩiganaine, bathi ĩmwe ĩiganagĩre gĩcunjĩ gĩa ikũmi kĩa homeri o ĩmwe, o nayo eba ĩmwe ĩiganagĩre gĩcunjĩ gĩa ikũmi kĩa homeri o ĩmwe; homeri ĩmwe ituĩke nĩyo kĩgeri kĩrĩa gĩĩtĩkĩrĩku gĩa gũcithima cierĩ.	The ephah and the bath shall be of one measure, that the bath may contain one tenth of a homer,§ and the ephah one tenth of a homer. Its measure shall be the same as the homer.
1 O ta ũrĩa tharunji ĩtaagĩrĩire kũgĩa hĩndĩ ya riũa, kana mbura kuura hĩndĩ ya magetha-rĩ, noguo gĩtĩĩo gĩtagĩrĩire mũndũ mũkĩĩgu.	1 Like snow in summer, and as rain in harvest, so honor is not fitting for a fool.
Nĩahinyagĩrĩria mũthĩĩni na mũbatari. Nĩatunyanaga indo. Ndacookagia kĩrĩa oete gĩa kũrũgamĩrĩra thiirĩ. Nĩatiiragĩra mĩhianano maitho. Nĩekaga maũndũ marĩa marĩ magigi.	But it was plucked up in fury. It was cast down to the ground, and the east wind dried up its fruit. Its strong branches were broken off and withered. The fire consumed them.
Mũgoocei, inyuĩ riũa na mweri, mũgoocei, inyuothe njata iria icangararaga.	Let them praise his name in the dance! Let them sing praises to him with tambourine and harp!
Tũkiuge atĩa ũhoro ũkoniĩ maũndũ macio? Angĩkorwo Ngai arĩ mwena witũ-rĩ, nũũ ũngĩkĩhota gũtũtuma ũthũ?	What then shall we say about these things? If God is for us, who can be against us?
Matuĩro ma ciira nĩmakinyĩte bũrũri-inĩ ũrĩa mwaraganu: magakinya Holoni, na Jahaza, na Mefaathu,	Judgment has come on the plain country— on Holon, on Jahzah, on Mephaath,
Nyoni cia rĩera-inĩ ciakaga itara hakuhĩ na maaĩ macio; ciinaga irĩ honge-inĩ cia mĩtĩ.	The birds of the sky nest by them. They sing among the branches.
Thũ ciakwa nĩciambĩire magũrũ makwa mũtego wa wabu, na niĩ ngĩĩthikĩra nĩ kũnyamarĩka. Cienjete irima njĩra-inĩ yakwa, no nĩcio igũĩte thĩinĩ warĩo.	They conspire and lurk, watching my steps. They are eager to take my life.
Arĩĩaga mũhu, ahĩtithĩtio nĩ ngoro ĩrĩa ĩheenekete; ndangĩhota kwĩhonokia, kana oige atĩrĩ, “Githĩ kĩndũ gĩkĩ kĩrĩ guoko gwakwa kwa ũrĩo ti maheeni?”	He feeds on ashes. A deceived heart has turned him aside; and he can’t deliver his soul, nor say, “Isn’t there a lie in my right hand?”
o anabii acio a Isiraeli, arĩa maarathĩire itũũra rĩa Jerusalemu makĩrĩonera cioneki cia thayũ, gũtaarĩ na thayũ, ũguo nĩguo Mwathani Jehova ekuuga.” ’	But I will leave a few men of them from the sword, from the famine, and from the pestilence, that they may declare all their abominations among the nations where they come. Then they will know that I am Yahweh.’ ”
Amwe ao, o na kũrĩ ũguo, nĩmamathirĩkirie, makiuga atĩrĩ, “Aya nĩkũrĩĩo marĩĩtwo nĩ ndibei.” Petero Kwarĩria Gĩkundi kĩa Andũ	Others, mocking, said, “They are filled with new wine.”
kuuma kũrĩ Shefufamu, nĩ mbarĩ ya Ashefufamu; kuuma kũrĩ Hufamu, nĩ mbarĩ ya Ahufamu.	of Shephupham, the family of the Shuphamites; of Hupham, the family of the Huphamites.
Ndũkanarũithie mũndũ tũhũ, rĩrĩa atarĩ ũndũ mũũru agwĩkĩte.	Don’t strive with a man without cause, if he has done you no harm.
Andũ acio othe a Isiraeli makĩnuguna nĩ ũndũ wa Musa na Harũni, na kĩũngano kĩu gĩothe gĩkĩmeera atĩrĩ, “Naarĩ korwo twakuĩrĩire Misiri! Kana werũ-inĩ ũyũ! Nĩ kĩĩ gĩgũtũma Jehova atũrehe bũrũri ũyũ atũrekererie tũũragwo na rũhiũ rwa njora? Atumia aitũ na ciana ciitũ megũtuĩka a gũtahwo. Githĩ wega ti tũcooke bũrũri wa Misiri?” Nao makĩĩrana mũndũ na ũrĩa ũngĩ atĩrĩ, “Twagĩrĩirwo nĩ tũthuure mũtongoria tũcooke bũrũri wa Misiri.”	All the children of Israel murmured against Moses and against Aaron. The whole congregation said to them, “We wish that we had died in the land of Egypt, or that we had died in this wilderness!
Moimire matũũra-inĩ mao, makĩũngana hamwe kũu Gibea nĩguo mahũũrane na andũ a Isiraeli.	The children of Benjamin gathered themselves together out of the cities to Gibeah, to go out to battle against the children of Israel.
Tũngĩhota atĩa kuonera arĩa matigarĩte atumia, kuona atĩ nĩtwĩhĩtĩte mwĩhĩtwa mbere ya Jehova atĩ tũtikaamahe airĩtu aitũ mamahikie?”	How shall we provide wives for those who remain, since we have sworn by Yahweh that we will not give them of our daughters to wives?”
nĩakĩĩhoke rĩĩtwa rĩa Jehova, na egiritanie na Ngai wake. No rĩrĩ, rĩu inyuĩ arĩa othe mwakagia mwaki, na mũkeehe imũrĩ igwakana-rĩ, thiĩi, mũgerere ũtheri-inĩ wa mwaki wanyu, na wa imũrĩ cia mwaki ũrĩa mũgwatĩtie. Ũndũ ũyũ nĩguo mũkaamũkĩra kuuma guoko-inĩ gwakwa: Mũgaakoma thĩ na mĩnyamaro.	Those ransomed by Yahweh will return, and come with singing to Zion. Everlasting joy shall be on their heads. They will obtain gladness and joy. Sorrow and sighing shall flee away.
Ndũkanetigĩre mũndũ rĩrĩa aatuĩka gĩtonga, rĩrĩa riiri wa nyũmba yake wongerereka;	But to the wicked God says, “What right do you have to declare my statutes, that you have taken my covenant on your lips,
Ũndũ ũcio ũkĩmeekĩra guoya, makĩmũũria atĩrĩ, “Nĩ atĩa wĩkĩte?” (Nĩmamenyete atĩ nĩ kũũra ooragĩra Jehova, tondũ nĩameerĩte ũguo.)	Then the men were exceedingly afraid, and said to him, “What have you done?” For the men knew that he was fleeing from the presence of Yahweh, because he had told them.
nĩgeetha makegwatĩra matigari ma Edomu, na ndũrĩrĩ ciothe iria ciĩtanagio na rĩĩtwa rĩakwa,” ũguo nĩguo Jehova ekuuga, ũrĩa ũgeeka maũndũ macio.	But don’t look down on your brother in the day of his disaster, and don’t rejoice over the children of Judah in the day of their destruction. Don’t speak proudly in the day of distress.
“Arĩria andũ a Isiraeli, ũmeere atĩrĩ: ‘Mũtumia wa mũndũ angĩhĩngĩcania mĩthiĩre yake, atuĩke ti mwĩhokeku harĩ we	He shall separate to Yahweh the days of his separation, and shall bring a male lamb a year old for a trespass offering; but the former days shall be void, because his separation was defiled.
“O na inyuĩ, andũ a Kushi, nĩmũkooragwo na rũhiũ rwakwa rwa njora.” Ũrathi wa Gũũkĩrĩra Ashuri	You Cushites also, you will be killed by my sword.
Mũnyamariei, na mũmũhe kĩeha kĩiganaine na mwĩgaatho na mwĩĩkĩrĩro wake. Ngoro-inĩ yake erahaga, akoiga atĩrĩ, ‘Niĩ njikaraga ta mũthamaki-mũndũ-wa-nja; ndirĩ mũtumia wa ndigwa, na ndirĩ hĩndĩ ngaacakaya.’ Nĩ ũndũ ũcio, mĩthiro yake nĩĩkamũkinyĩrĩra mũthenya o ro ũmwe: nayo nĩ gĩkuũ, na macakaya, o na ngʼaragu. Agaacinwo na mwaki,	However much she glorified herself and grew wanton, so much give her of torment and mourning. For she says in her heart, ‘I sit a queen, and am no widow, and will in no way see mourning.’
Ezekieli agaatuĩka rũũri harĩ inyuĩ; mũgeeka o ta ũguo we ekĩte. Hĩndĩ ĩrĩa maũndũ macio mageekĩka-rĩ, nĩrĩo mũkaamenya atĩ niĩ nĩ niĩ Mwathani Jehova.’	Thus Ezekiel will be a sign to you; according to all that he has done, you will do. When this comes, then you will know that I am the Lord Yahweh.’ ” ’ ”
“Rĩrĩa athamaki a thĩ arĩa maatharagia nake na makagwatanĩra nake mĩago-inĩ yake makoona ndogo yake akĩhĩa-rĩ, nĩmakamũrĩrĩra na mamũcakaĩre. Nao makaarũgama haraaya nĩ ũndũ wa gwĩtigĩra kĩnyariirĩko gĩake, nao marĩre, makiugaga atĩrĩ: “ ‘Ĩiya-ĩ! Ĩiya-ĩ, wee itũũra inene, wee Babuloni, itũũra rĩa hinya! Ituĩro rĩaku rĩrĩ gũkinya ithaa-inĩ o rĩmwe!’	He said to me, “Write, ‘Blessed are those who are invited to the wedding supper of the Lamb.’ ” He said to me, “These are true words of God.”
Mũgũnda wa mũndũ mũthĩĩni no ũciare irio nyingĩ, no kwaga kĩhooto gũciniinaga ciothe.	An abundance of food is in poor people’s fields, but injustice sweeps it away.
“Andũ a Isiraeli na a Juda mekaga o maũndũ mooru maitho-inĩ makwa kuuma ũnini-inĩ wao; ti-itherũ, andũ a Isiraeli matirĩ ũndũ mekaga tiga gũũthirĩkia maathirĩkagia nĩguo ndaakare na indo iria methondekeire na moko mao, ũguo nĩguo Jehova ekuuga.	But everyone will die for his own iniquity. Every man who eats the sour grapes, his teeth will be set on edge.
Mũthenya ũrĩa wamũtiganĩirie, rĩrĩa andũ a kũngĩ maatahire ũtonga wake, nao ageni magĩtoonyera ihingo-inĩ ciake, na magĩcuukĩra Jerusalemu mĩtĩ-rĩ, we watariĩ o ta ũmwe wao. No wee ndũngĩanyararire mũrũ wa nyũkwa * 1:9 Rĩĩtwa Temani nĩ kuuga Edomu guothe, na rĩgĩtaũrwo nĩ kuuga “Gũthini.” Obadia	In the day that you stood on the other side, in the day that strangers carried away his substance and foreigners entered into his gates and cast lots for Jerusalem, even you were like one of them.
Jesũ agĩcooka akĩmwĩra atĩrĩ, “Menya ndũkeere mũndũ o na ũrĩkũ. No thiĩ ũkeyonanie kũrĩ mũthĩnjĩri-Ngai, na ũrute kĩheo kĩrĩa Musa aathanire gĩtuĩke ũira kũrĩ o.” Wĩtĩkio wa Mũnene-wa-Thigari-Igana Na Jesũ aarĩkia gũtoonya Kaperinaumu, mũnene-wa-thigari-igana agĩũka kũrĩ we, akĩmũhooya ũteithio.	Jesus said to him, “See that you tell nobody; but go, show yourself to the priest, and offer the gift that Moses commanded, as a testimony to them.”
andũ othe mangĩthiranĩra hamwe, nake mũndũ acooke rũkũngũ-inĩ.	In a dream, in a vision of the night, when deep sleep falls on men, in slumbering on the bed,
Manooraga nĩmĩ ciao ikohĩga ta rũrĩmĩ rwa nyoka; mĩromo yao yaragia maũndũ marũrũ ta thumu wa nduĩra.	Set a watch, Yahweh, before my mouth. Keep the door of my lips.
Angĩkorwo nĩethaahĩtie na ti mwĩhokeku harĩ mũthuuriwe-rĩ, rĩrĩa akaanyuithio maaĩ macio marehaga kĩrumi, nĩ makaamũtoonya matũme aigue ruo rũnene mũno, na nda yake ĩimbe na kĩero gĩake kĩhinyare, nake atuĩke thaahu kũrĩ andũ ao. No rĩrĩ, angĩkorwo mũtumia ũcio ndethaahĩtie na akorwo nĩ mũthingu-rĩ, ndagatuuo mũhĩtia, na nĩakahota kũgĩa na ciana.	When he has made her drink the water, then it shall happen, if she is defiled and has committed a trespass against her husband, that the water that causes the curse will enter into her and become bitter, and her body will swell, and her thigh will fall away; and the woman will be a curse among her people.
Hĩndĩ ĩrĩa Afarisai maaiguire atĩ Jesũ nĩahootete Asadukai, magĩcookanĩrĩra hamwe.	But the Pharisees, when they heard that he had silenced the Sadducees, gathered themselves together.
Tondũ o na harĩa maamenyete Ngai, matiigana kũmũgooca taarĩ Ngai, kana makĩmũcookeria ngaatho, no meciiria mao maatuĩkire ma tũhũ, nacio ngoro ciao ngĩĩgu ikĩgĩa nduma. Na o rĩrĩa moigaga atĩ o nĩ oogĩ-rĩ, noguo maatuĩkire irimũ,	You therefore who teach another, don’t you teach yourself? You who preach that a man shouldn’t steal, do you steal?
